review_id,texto_review,sentimento
383,Recebi o celular hoje. Vou começar a usar para ver se é bom.,negativo
384,Recebi o livro hoje. Vou começar a usar para ver se é bom.,positivo
385,"A embalagem do fone de ouvido chegou um pouco amassada, mas o produto está intacto.",positivo
386,,negativo
387,ESTOU MUITO SATISFEITO COM A COMPRA. O CADEIRA GAMER É INCRÍVEL E CHEGOU PONTUAL.,positivo
388,Ótimo custo-benefício. O teclado é excelente e muito útil.,positivo
389,Estou muito impressionado com a compra. O cadeira gamer é incrível e chegou pontual.,positivo
390,Ótimo custo-benefício. O monitor é fantástica e muito útil.,positivo
391,Estou muito decepcionado com esta compra. Dinheiro jogado fora.,negativo
392,"Excelente notebook, superou minhas expectativas. Recomendo a todos!",negativo
393,Péssima experiência. O celular quebrou no primeiro dia de uso. Decepcionado.,negativo
394,Péssima experiência. O livro quebrou no primeiro dia de uso. Decepcionado.,negativo
395,Odiei o notebook. Qualidade de baixa qualidade e veio com defeito.,negativo
396,Amei o celular! A qualidade é muito boa e a entrega foi eficiente.,positivo
397,Ótimo custo-benefício. O mouse é fantástica e muito útil.,positivo
398,Recebi o teclado hoje. Vou começar a usar para ver se é bom.,negativo
399,Amei o monitor! A qualidade é muito boa e a entrega foi eficiente.,positivo
400,Estou muito feliz com a compra. O notebook é incrível e chegou super rápida.,positivo
401,Amei o fone de ouvido! A qualidade é fantástica e a entrega foi eficiente.,positivo
402,Odiei o livro. Qualidade frágil e veio com defeito.,negativo
403,O cadeira gamer é exatamente como descrito no anúncio. Faz o que promete.,negativo
404,Péssima exepriência. O fone de ouvido quebrou no primeiro dia de uso. Decepcionado.,negativo
405,Simplesmente perfeito! O cadeira gamer funciona muito bem e o design é lindo.,positivo
406,É um teclado ok pelo preço que paguei.,positivo
407,Estou muito frustrado com esta compra. Dinheiro jogado fora.,negativo
408,É um mouse ok pelo preço que paguei.,positivo
409,Simplesmente perfeito! O fone de ouvido funciona miuto bem e o design é lindo.,positivo
410,Amei o monitor! A qualidade é fantástica e a entrega foi eficiente.,negativo
411,"Excelente celular, superou minhas expectativas. Recomendo a todos!",positivo
412,"Excelente livro, superou minhas expectativas. Recomendo a todos!",negativo
413,ESTOU MUITO IMPRESSIONADO COM A COMPRA. O MOUSE É INCRÍVEL E CHEGOU EFICIENTE.,positivo
414,O teclado é péssima. O suporte ao cliente foi horrível.,negativo
415,Não recomendo. A entrega foi lenat e o monitor não é como na foto.,negativo
416,O omnitor é decepcionante. O suporte ao cliente foi horrível.,negativo
417,Ótimo custo-benefício. O livro é excelente e muito útil.,positivo
418,Estou muito arrependido com esta compra. Dinheiro jogado fora.,negativo
419,Estou muito satisfeito com a compra. O cadeira gamer é incrível e chegou super rápida.,positivo
420,Ótimo custo-benefício. O celular é excelente e muito útil.,positivo
421,Péssima experiência. O teclado quebrou no primeiro dia de uso. Decepcionado.,negativo
422,Péssima experiência. O celular quebrou no primeiro dia de uso. Decepcionado.,negativo
423,Odiei o cadeira gamer. Qualidade de baixa qualidade e veio com defeito.,negativo
424,Amei o livro! A qualidade é muito boa e a entrega foi eficiente.,positivo
425,Estou muito feliz com a compra. O celular é incrível e chegou super rápida.,positivo
426,Estou muito feliz com a compra. O livro é incrível e chegou no prazo.,positivo
427,O fone de ouvido é horrível. O suporte ao cliente foi horrível.,negativo
428,ESTOU MUITO FRUSTRADO COM ESTA COMPRA. DINHEIRO JOGADO FORA.,negativo
429,Simplesmente perfeito! O teclado funciona muito bem e o design é lindo.,positivo
430,"A cor do fone de ouvido é um pouco diferente do que eu esperava, mas tudo bem.",negativo
431,Estou muito feliz com a compra. O celular é incrível e chegou super rápida.,positivo
432,Não recomendo. A entrega foi lenat e o livro não é como na foto.,negativo
433,Estou muito feliz com a compra. O mouse é incrível e chegou no prazo.,positivo
434,Péssima experiência. O notebook quebrou no primeiro dia de uso. Decepcionado.,negativo
435,Simplesmente perfeito! O monitor funciona muito bem e o design é lindo.,negativo
436,Estou muito satisfeito com a compra. O cadeira gamer é incrível e chegou pontual.,positivo
437,ODIEI O TECLADO. QUALIDADE DECEPCIONANTE E VEIO COM DFEEITO.,negativo
438,"Excelente notebook, superou minhas expectativas. Recomendo a todos!",positivo
439,Não recomendo. A entrega foi lenta e o teclado não é como na foto.,negativo
440,Ótimo custo-benefício. O fone de ouvido é fantástica e muito útil.,positivo
441,Estou muito frustrado com esta compra. Dinheiro jogado for.a,negativo
442,"Excelente notebook, superou minhas expectativas. Recomendo a todos!",positivo
443,Não recomendo. A entrega foi lenta e o notebook não é como na foto.,negativo
444,Estou muito frustrado com esta compra. Dinheiro jogado fora.,negativo
445,Péssima experiência. O teclado quebrou no primeiro dia de uso. Decepcionado.,negativo
446,"A cor do mouse é um pouco diferente do que eu esperava, mas tudo bem.",negativo
447,O mouse é frágil. O suporte ao cliente foi horrível.,negativo
448,Estou muito feliz com a compra. O fone de ouvido é incrível e chegou no prazo.,negativo
449,Estou muito decepcionado com esta compra. Dinheiro jogaod fora.,negativo
450,Ótimo custo-benefício. O teclado é incrível e muito útil.,positivo
451,Odiei o livro. Qualidade decepcionante e veio com defeito.,negativo
452,Estou muito satisfeito com a compra. O fone de ouvido é incrível e chegou super rápida.,positivo
453,Estou muito feliz com a compra. O livro é incrível e chegou eficiente.,positivo
454,Odiei o mouse. Qualidade frágil e veio com defeito.,negativo
455,"A embalagem do teclado chegou um pouco amassada, mas o produto está intacto.",positivo
456,"Excelente mouse, superou minhas expectativas. Recomendo a todos!",positivo
457,Simplesmente perfeito! O mouse funciona muito bem e o design é lindo.,positivo
458,Simplesmente perfeito! O mouse funciona muito bem e o design é lindo.,positivo
459,Odiei o noetbook. Qualidade de baixa qualidade e veio com defeito.,negativo
460,ÓTIMO CUSTO-BENEFÍCIO. O TECLADO É FANTÁSTICA E MUITO ÚTIL.,positivo
461,"Excelente celular, superou minhas expectativas. Recomendo a todos!",positivo
462,Amei o teclado! A qualidade é fantástica e a entrega foi pontual.,positivo
463,Amei o fone de ouvido! A qualidade é incrível e a entrega foi no prazo.,positivo
464,Estou muito frustrado com esta compra. Dinheiro jogado fora.,negativo
465,Odiei o mouse. Qualidade decepcionante e veio com defeito.,negativo
466,"Excelente cadeira gamer, superou minhas expectativas. Recomendo a todos!",positivo
467,Ótimo custo-benefício. O mouse é incrível e muito útil.,positivo
468,Péssima experiência. O fone de ouvdio quebrou no primeiro dia de uso. Decepcionado.,negativo
469,O monitor é exatamente como descrito no anúncio. Faz o que promete.,negativo
470,Estou muito satisfeito com a compra. O mouse é incrível e chegou pontual.,positivo
471,Simplesmente perfeito! O monitor funciona muito bem e o design é lindo.,positivo
472,"Excelente teclado, superou minhas expectativas. Recomendo a todos!",positivo
473,Estou muito decepcionado com esta compra. Dinheiro jogado fora.,negativo
474,O cadeira gamer é frágil. O suporte ao cliente foi horrível.,negativo
475,Amei o notebook! A qualidade é excelente e a entrega foi eficiente.,negativo
476,Ótimo custo-benefício. O cadeira gamer é muito boa e muito útil.,positivo
477,"Excelente celular, superou minhas expectativas. Recomendo a todos!",positivo
478,O cadeira gamer é exatamente como descrito no anúncio. Faz o que promete.,positivo
479,"Excelente teclado, superou minhas expectativas. Recomendo a todos!",positivo
480,Péssima experiência. O notebook quebrou no primeiro dia de uso. Decepcionado.,positivo
481,Estou muito feliz com a compra. O monitor é incrível e chegou pontual.,positivo
482,Simplesmente perfeito! O mouse funciona muito bem e o design é lindo.,positivo
483,Odiei o teclado. Qualidade de baixa qualidade e vieo com defeito.,negativo
484,"Excelente notebook, superou minhas expectativas. Recomendo a todos!",positivo
485,Estou muito frustrado com esta compra. Dinheiro jogado fora.,negativo
486,Simplesmente perfeito! O monitor funciona muito bem e o design é lindo.,negativo
487,Recebi o notebook hoje. Vou começar a usar para ver se é bom.,positivo
488,"EXCELENTE CELULAR, SUPEROU MINHAS EXPECTATIVAS. RECOMENDO A TODOS!",positivo
489,O fone de ouvido é de baixa qualidade. O suporte ao cliente foi horrível.,negativo
490,Estou muito feliz com a compra. O monitor é incrível e chegou no prazo.,negativo
491,Recebi o monitor hoje. Vou cmoeçar a usar para ver se é bom.,positivo
492,Amei o monitor! A qualidade é ótima e a entrega foi pontual.,positivo
493,"A embalagem do celular chegou um pouco amassada, mas o produto está intacto.",negativo
494,"Excelente fone de ouvido, superou minhas expectativas. Recomendo a todos!",negativo
495,Estou muito satisfeito com a compra. O mouse é incrível e chegou eficiente.,positivo
496,Odiei o teclado. Qualidade de baixa qualidade e veio com defeito.,negativo
497,Estou muito impressionado com a compra. O monitor é incrível e chegou pontual.,positivo
498,Não recomendo. A entrega demorou uma eternidade e o monitor não é como na foto.,negativo
499,Estou muito arrependido com esta compra. Dinheiro jogado fora.,negativo
500,Ótimo custo-benefício. O cadeira gamer é incrível e muito útil.,positivo
